CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;CNPJ_ADMIN;ADMIN;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_CPF_CNPJ_CEDENTE_1;TAB_I2B1_PR_CEDENTE_1;TAB_I2B1_CPF_CNPJ_CEDENTE_2;TAB_I2B1_PR_CEDENTE_2;TAB_I2B1_CPF_CNPJ_CEDENTE_3;TAB_I2B1_PR_CEDENTE_3;TAB_I2B1_CPF_CNPJ_CEDENTE_4;TAB_I2B1_PR_CEDENTE_4;TAB_I2B1_CPF_CNPJ_CEDENTE_5;TAB_I2B1_PR_CEDENTE_5;TAB_I2B1_CPF_CNPJ_CEDENTE_6;TAB_I2B1_PR_CEDENTE_6;TAB_I2B1_CPF_CNPJ_CEDENTE_7;TAB_I2B1_PR_CEDENTE_7;TAB_I2B1_CPF_CNPJ_CEDENTE_8;TAB_I2B1_PR_CEDENTE_8;TAB_I2B1_CPF_CNPJ_CEDENTE_9;TAB_I2B1_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
08.947.141/0001-28;FUNDO TRIANGULO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;4989948.81;1071.15;91037.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;91037.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4897840.57;100000.00;4797840.57
08.987.105/0001-98;FIDC - FORNECEDORES I;2019-03-31;62.232.889/0001-90;BANCO DAYCOVAL S.A.;ABERTO;N;N;52941458.93;0.00;52941407.55;47524195.01;26735640.39;0.00;0.00;20788554.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;5417212.54;0.00;0.00;0.00;0.00;5417212.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;51.38;51.38;0.00
09.009.924/0001-23;ECO MULTI COMMODITIES FIDC FINANCEIROS AGROPECUARIOS;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;N;N;23439122.88;500.00;12475408.55;0.00;0.00;11836401.42;0.00;113699697.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;125536099.01;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;12475408.55;0.00;0.00;0.00;0.00;12475408.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10963214.33;10963214.33;0.00
09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;S;42979220.40;1505446.91;41012607.21;26502360.92;26025157.52;2271512.82;919522.57;17778.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1812087.43;13632465.84;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;758310.49;0.00;0.00;0.00;0.00;758310.49;0.00;119469.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;461166.28;461166.28;0.00
09.072.384/0001-22;CREDITMIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO PADRONIZADOS;2019-03-31;05.389.174/0001-01;MODAL  D.T.V.M. LTDA;FECHADO;N;S;98303681.07;41091.88;98261505.43;89806670.83;0.00;0.00;0.00;89806670.83;0.00;0.00;0.00;0.00;0.00;0.00;89806670.83;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2214719.88;0.00;6240114.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1083.76;1083.76;0.00
09.104.359/0001-83;DETOMASO FIDC-NP MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;S;181644643.66;10277.19;171206345.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;77106241.85;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;85771338.42;0.00;0.00;1239454.38;0.00;84531884.04;0.00;2901899.34;0.00;5426866.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10428020.79;642819.13;9785201.66
09.115.244/0001-94;FIDC NP TRATEX PRECATORIO II;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;S;S;738330266.15;1.00;738210256.81;735998610.75;735998610.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;2211646.06;0.00;0.00;0.00;0.00;2211646.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;120008.34;120008.34;0.00
09.137.729/0001-89;MULTI RECEBIVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-03-31;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FECHADO;N;N;160430378.93;292090.37;158397106.76;11078014.97;10142615.97;0.00;0.00;2913455.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1978056.28;87772131.37;;;;;;;;;;;;;;;;;;;15249513.93;0.00;0.00;0.00;0.00;15249513.93;0.00;44297446.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1741181.80;1741181.80;0.00
09.163.026/0001-25;MERIDIANO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS - NÃO PADRONIZADO;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;69822179.20;86647.93;20425842.81;0.00;0.00;20017756.78;17180144.65;1846381001.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1866398757.96;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20425842.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49309688.46;18167869.26;31141819.20
09.172.117/0001-27;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ÁSIA LP;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FECHADO;N;N;170641406.10;471288.13;168589356.04;408330.49;400277.74;0.00;0.00;216000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;207947.25;116588701.52;0;;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;51592324.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1580761.93;1580761.93;0.00
09.194.715/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DA INDÚSTRIA EXODUS III;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;3388681.75;9938.31;498043.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;478003.69;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20040.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2880699.51;22951.79;2857747.72
09.194.841/0001-51;ATLÂNTICO FIDC - NP;2019-03-31;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;FECHADO;N;S;56529033.04;523444.97;56005588.07;28761603.23;0.00;0.00;0.00;28761603.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27243984.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
09.195.235/0001-50;FIDC NP DO SISTEMA PETROBRAS;2019-03-31;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;ABERTO;N;N;31578852567.03;1271.66;31578843004.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29318263457.34;33000167000101;92.82;;;;;;;;;;;;;;;;;1890190280.34;0.00;0.00;0.00;0.00;1890190280.34;0.00;0.00;0.00;370389266.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8290.76;8290.76;0.00
09.217.017/0001-70;ACCESS 1 FIC FIDC NP;2019-03-31;01.522.368/0001-82;BANCO BNP PARIBAS BRASIL S/A;FECHADO;N;N;420337498.58;84379.06;420253119.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1464695.62;0.00;418788423.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
09.217.024/0001-71;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO FRANQUIAS;2019-03-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;ABERTO;S;S;1556797497.82;2858.58;1533947090.16;911207253.80;923913301.97;0.00;0.00;20246513.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32952561.24;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;296187038.90;0.00;0.00;0.00;0.00;296187038.90;0.00;557629.23;0.00;0.00;0.00;325995168.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22847549.08;22847549.08;0.00
09.220.444/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL DELTA - NÃO PADRONIZADOS;2019-03-31;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FECHADO;N;N;22715602.82;69320.27;22219004.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19695805.11;5919420000190;48.41;12363806000123;44.67;7695174000165;41.24;8146691000148;15.00;33352881000169;13.18;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;346462.86;0.00;2176736.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;427278.29;427278.29;0.00
09.221.411/0001-81;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RADICE;2019-03-31;11.758.741/0001-52;BANCO FINAXIS S.A.;FECHADO;N;N;22102957.72;487550.66;21608779.96;1961468.88;2060076.89;0.00;0.00;86049.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;184657.84;17340379.33;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;585402.73;0.00;1721529.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6627.10;6627.10;0.00
09.228.406/0001-09;FIDC NP MULTISEGMENTOS CREDITSTORE;2019-03-31;15.489.568/0001-95;INTRADER DTVM LTDA;FECHADO;N;N;3161938.31;675.58;3052944.58;0.00;2465461337.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2465461337.47;0.00;;;;;;;;;;;;;;;;;;;3052944.58;0.00;0.00;0.00;0.00;992.03;3051952.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;108318.15;108318.15;0.00
09.236.210/0001-58;FIDC NP PRECATORIOS SELECIONADOS I;2019-03-31;05.389.174/0001-01;MODAL  D.T.V.M. LTDA;FECHADO;N;S;351031851.58;9778.03;351020521.35;348915365.98;0.00;0.00;0.00;0.00;348915365.98;0.00;0.00;0.00;0.00;0.00;348915365.98;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2105155.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1552.20;1552.20;0.00
09.239.216/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SM LP;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;S;25517045.58;12043.37;23673484.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15316773.18;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;326551.20;0.00;8030159.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1831518.06;1831517.82;0.24
09.257.784/0001-02;SUL BRASIL PROFISSIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO MULTISSETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;ABERTO;N;N;28344610.64;9473.47;13059229.08;3200860.55;2936578.25;32930.30;15668.87;361301.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;129949.81;9237378.32;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;39823.32;0.00;581166.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15275908.09;15273542.83;2365.26
09.260.031/0001-56;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO SRM;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;N;89963266.44;8111.25;86675155.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;82240008.78;4435146.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3280000.00;3280000.00;0.00
09.263.012/0001-83;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO PADRONIZADOS NPL I;2019-03-31;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA;FECHADO;N;N;224867693.92;9263073.91;211692200.70;205291577.22;0.00;0.00;0.00;205291577.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;6400623.48;0.00;0.00;0.00;0.00;6400623.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3912419.31;3912419.31;0.00
09.266.437/0001-46;JPP EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2019-03-31;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;FECHADO;S;S;75876715.64;0.00;75855611.81;75750501.24;151501002.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;75750501.09;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;105110.57;0.00;0.00;0.00;0.00;105110.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21103.83;21103.83;0.00
09.297.712/0001-99;FIDC NP PRECATÓRIOS FEDERAIS DB I;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;N;N;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
09.305.307/0001-75;AGRO BRASIL E PRECATÓRIOS FIDC NP;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;S;N;16510575.97;3493.82;2586663.67;0.00;0.00;0.00;0.00;121123450.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;121123450.84;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;501486.96;510861.64;1574315.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13920418.48;0.00;13920418.48
09.363.400/0001-36;MERCANTIL NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS MULTISETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;S;97213562.20;1942.53;95719308.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;57984609.03;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;15410431.95;0.00;0.00;0.00;0.00;15410431.95;0.00;1578019.23;0.00;20746248.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1492311.28;1492311.04;0.24
09.410.142/0001-00;TARGET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS- MULTICREDITO;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;S;10422630.66;9767.95;9623912.85;0.00;0.00;682513.87;69274.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;682513.87;8984088.64;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28596.96;0.00;611227.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;788949.86;58751.54;730198.32
09.414.255/0001-75;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL DANIELE LP;2019-03-31;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FECHADO;N;N;194910550.77;150695.62;192208023.82;426065.13;428974.07;0.00;0.00;151105.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;154014.28;147466284.12;;;;;;;;;;;;;;;;;;;31989515.17;0.00;0.00;0.00;0.00;31989515.17;0.00;565491.11;0.00;11760668.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2551831.33;2551831.33;0.00
09.443.633/0001-49;FIDC NP TRATEX PRECATÓRIO III;2019-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FECHADO;S;S;331920818.22;1.00;331884299.69;331632782.22;331632782.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0;;0;;0;;0;;0;;0;;0;;0;;251517.47;0.00;0.00;0.00;0.00;251517.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36517.53;36517.53;0.00
09.520.712/0001-06;GRAN FIDC NÃO-PADRONIZADOS MULTISSETORIAL NP - GRANFIDC;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;FECHADO;N;S;15366953.70;994030.04;14151951.83;0.00;0.00;36790.51;26280.00;103880.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;140670.99;8908005.11;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;5044830.12;0.00;0.00;0.00;0.00;5044830.12;0.00;199116.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;220971.83;220971.61;0.22
09.527.140/0001-97;BSPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL;2019-03-31;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;FECHADO;N;S;326344888.12;208515.36;326136372.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;293750192.79;;;;;;;;;;;;;;;;;;;32386179.97;0.00;0.00;0.00;1329574.37;31056605.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
09.577.075/0001-04;FIDC BANCO GMAC - FINANCIAMENTO A CONCESSIONÁRIAS;2019-03-31;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;FECHADO;N;S;18945907.69;500.00;18941899.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;18941899.88;0.00;0.00;0.00;0.00;18941899.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3507.81;3507.81;0.00
09.584.892/0001-90;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS EXODUS - D30;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;ABERTO;N;N;3881687.95;5271.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3876416.69;3874798.73;1617.96
09.609.468/0001-52;MACRO FUND - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;11.758.741/0001-52;BANCO FINAXIS S.A.;FECHADO;N;S;25372811.79;15851.36;25150632.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12414124.77;;;;;;;;;;;;;;;;;;;12605091.21;0.00;0.00;0.00;0.00;12605091.21;0.00;131416.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;206327.50;206327.50;0.00
09.620.060/0001-81;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VOTORANTIM ABSOLUTE;2019-03-31;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;ABERTO;N;N;269139762.99;5000.00;269134762.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2998280.06;0.00;0.00;0.00;266136482.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
09.636.040/0001-07;ATLANTIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-03-31;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA;FECHADO;N;N;56776898.52;207866.88;56181730.18;3130990.70;3141399.56;0.00;0.00;17826.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28235.64;46455096.91;;;;;;;;;;;;;;;;;;;2072120.85;0.00;0.00;0.00;0.00;2072120.85;0.00;672448.52;0.00;3851073.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;387301.46;387301.46;0.00
10.145.630/0001-08;QUATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL;2019-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA;ABERTO;N;N;217880354.13;4194.84;209591892.93;4980620.26;4115133.62;0.00;0.00;3039982.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2174495.63;115662358.45;99999999999999;0.00;0;;0;;0;;0;;0;;0;;0;;0;;25291293.08;1263913.30;0.00;0.00;13063280.77;10964099.01;0.00;28975053.13;2231909.02;24120517.31;8330141.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8284266.36;3281179.82;5003086.54
10.202.726/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTIMERCADO UNP;2019-03-31;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA;FECHADO;N;S;17495083.51;0.00;17494351.48;17494351.48;0.00;0.00;0.00;17494351.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;732.03;732.03;0.00
